AdvancedSystemCareService5;34;4.06
NasPmService;5;4
srvSMART;1;4
APC Data Service;7;4.29
FileCopy;4;2.75
AVM WLAN Connection Service;9;4.89
Common Toolkit Tools;2;1
HP Support Assistant Service;5;4.4
srvGCCL;1;5
BBUpdate;13;2.62
Yota Access Service (Modems);3;4.33
GladFileMonSvc;2;3
BsecureAV;1;1
OAcat;6;5
w7Svc;1;4
EpsonBidirectionalService;5;2.4
EPSON_EB_RPCV4_04;4;4.75
EPSON_PM_RPCV4_04;4;4.75
StatusAgent4;2;4.5
LMIMaint;3;4.67
PCSUService;3;3
PCCUJobMgr;1;1
ServerSR;1;1
metasploitProSvc;1;5
metasploitThin;1;5
metasploitApache;1;5
metasploitPostgreSQL;1;5
VMwareHostd;12;4.08
mitsijm2011;1;3
POSHService;1;3
SNAC;6;4
DellDigitalDelivery;1;5
D_Link_DWA-125;2;1
OOCleverCache;3;5
Bluetooth Media Service;7;1.71
vfsFPService;4;3.75
BestSyncSvc;3;4
TestHandler;2;3
PowerSavingUtilityService;2;3.5
Cleaner_Validator;1;5
MouseWithoutBordersSvc;3;4.33
vToolbarUpdater;2;0
TVStickDriverLoader;1;1
Abrosoft: Abrosoft FantaMorph update permissions manager. 12810.;3;4.33
D_Link_DWA-125_WPS;2;5
EagleXNt;1;1
CrashPlanService;2;4.5
fsdevcon;1;5
SamsungAllShareV2.0;5;3.8
Realtek11nSU;6;4.83
Bigfoot Networks Killer Service;4;5
USBS3S4Detection;1;3
TeamViewer7;17;4
IFXSpMgtSrv;2;4
BrcmMgmtAgent;2;4
ABBYY.Licensing.FineReader.Professional.11.0;7;3.86
WinSSHD;1;5
asComSvc;10;2.3
asHmComSvc;8;2.88
FileZilla Server;7;3.86
NetBT;1;2
LoService;1;5
cpuz132;1;2
AV Scanning Service;1;5
AV Assistant Service;1;5
FVScheduler;1;5
FreemakeVideoCapture;8;3.25
MSSQLServerOLAPService;1;5
MSSQLFDLauncher;1;4
AdobeFlashPlayerUpdateSvc;281;3.58
CyberLink PowerDVD 11.0 Service;3;3
WSWNA3100;1;5
ArraySSL_VPN_Service8.4.0.72;1;4
Array_Utility_Service8.4.0.72;1;4
syncagentsrv;13;4
CxAudMsg;3;4
TOSHIBA HDD SSD Alert Service;1;5
WDDMService;4;2.25
2;1;5
CareMon;2;2
WDFMEService;2;1
spidernt;1;5
HFGService;1;5
fshoster;10;4.6
HerculesWiFi;1;5
MCSWASVR;3;4.33
Freemake Improver;5;2.4
WRSVC;12;2.92
HssSrv;3;3
ReadyComm.DirectRouter;1;5
SmartSurferManager;1;2
.AVQWindowsMonitorService;1;4
lxdd_device;2;3.5
DragonSvc;4;4.25
bepldr;1;4
Z-Cron;1;-1
0130639drv;1;1
36729330;1;1
IGBASVC;1;3
Atheros Bt&Wlan Coex Agent;3;4
Synergy Client;1;5
PDFProFiltSrvPP;3;3.33
PretonClientService;1;5
ShadowProtectSvc;1;5
VSNAPVSS;1;4
VIAKaraokeService;7;3.57
emaudsv;4;4.75
CyberLink PowerDVD 12 Media Server Monitor Service;5;1.6
CyberLink PowerDVD 12 Media Server Service;5;1.6
ADExchange;11;2.36
RP_FWS;1;4
Radialpoint Security Services;1;5
CSIScanner;1;5
SkypeUpdate;81;2.25
Firefox Service;1;3
CDROM_Eject_H;1;-1
DragonUpdater;15;3.6
PhotoshopElementsDeviceConnect;1;3
Nakido;1;5
Creative Audio Pack Licensing Service;2;5
Creative Media Toolbox 6 Licensing Service;2;4.5
CLKMSVC10_90970B6B;1;1
lxduCATSCustConnectService;2;3.5
AdobeActiveFileMonitor10.0;2;2.5
pr2aslcb;1;1
RealNetworks Downloader Resolver Service;4;3.5
DrWebAVService;10;4.6
DrWebNetFilter;9;4.56
Change Modem Device Service;1;3
Device Control Service;1;5
KmGameMouseService1X;1;5
DcRaidMoSrv;1;4
SystemExplorerHelpService;10;5
TouchServicePen;2;2.5
WajamUpdater;1;3
IASJet;1;1
gdipp_svc_64;2;4
MpKsl96343fbf;1;1
svcChoiceMail;1;5
TEDService;1;4
Pragma6Serv;1;1
VmbService;4;3.25
CLKMSVC10_9EC60124;1;3
Autodesk Network Licensing Service;1;-1
lxcg_device;1;3
Null;1;1
RetroExpLauncher;1;2
RetroExp Helper;1;2
SolidWorks Licensing Service;1;2
WDRulesService;2;3
TVGOnlineUpdateSvc;2;2
ColdFusion 10 Application Server;1;4
ColdFusion 9 Application Server;1;3
PS3 Media Server;3;4.33
vToolbarUpdater10.2.0;3;2
VFPRadioSupportService;2;2
ppped;3;4
SftService;1;1
MOBK835backup;1;1
PFNOJUM;1;1
KLRDCSUXZCPP;1;1
Connect Manager. RunOuc;4;3.75
glearn;1;1
tor;2;1
ncpclcfg;1;5
ncprwsnt;1;5
NcpSec;1;5
cphs;8;4.25
KaraokeService;1;1
MSSQL$LABEL;1;-1
eTNListener;1;5
HiPatchService;3;4
BpSvc;1;5
SZDrvSvc;2;3
dcpsysmgrsvc;1;4
HPAuto;3;5
HPClientSvc;4;4.75
Lenovo.VIRTSCRLSVC;2;4
LENOVO.TPKNRSVC;1;4
LENOVO.MICMUTE;2;4.5
AFD;1;5
AsusUacSvc;1;5
ZemanaAntiMalwareScheduler;1;5
MozillaMaintenance;65;4.05
Bluetooth Low Energy Service;1;4
SXDS10;2;2.5
SDHookService;1;5
SDScannerService;9;4.56
SDWSCService;9;4.78
SDUpdateService;6;4
ABBYY.Licensing.FineReader.Corporate.11.0;1;5
lxdx_device;1;2
FBDiskOptimizer;2;4.5
Redirector;1;1
sprtsvc_ddoctorv2;1;1
HelloNet_PPPoE_Service;1;5
S3DSvc32;1;5
S3DSvc64;1;5
XLServicePlatform;25;1.16
ndsvc;3;4
DiskDoctorService;3;4.67
NSL;2;3
AvanquestWindowsMonitorService;1;5
Fix-It Essentials Task Manager;1;4
ERA_SERVER;1;4
CLHNServiceForPowerDVD12;4;2
AMPPALR3;5;2.4
Droppix Service;1;3
GhostStartService;1;5
RalinkRegistryWriter64;4;4.75
BrokerInfrastructure;23;3.74
TuneUpUtilitiesDrv;1;1
IntuitUpdateServiceV4;2;1
NCO;6;3.83
Image Protection;1;1
MSCamSvc;5;3.8
MySQL55;1;2
Skype C2C Service;11;2.09
MSSQL$PASINVOICE;1;1
SystemStore;1;1
PPTVService;2;1
drwagntd;2;5
Net Protector Port Firewall;1;3
MSI_SuperCharger;8;3.75
DQLWinService;1;1
AlertService;1;1
MEMEEWNAA;1;1
SearchAnonymizer;2;1.5
testsvc;4;3
TSZWVSV;1;1
VistaFirewallService;1;1
JumpDesktop;1;5
MCEBuddy 2.0 Engine;1;5
clr_optimization_v4.0.30128_32;1;-1
DWMRCS;1;5
IconMan_R;6;2.17
Autodesk Content Service;2;1
Payback-Update-Service;1;3
Payback-Reporting-Service;1;3
NVCScheduler;1;5
SuperRam;4;4
ALSysIO;1;1
AlipaySecSvc;5;3.8
WiseBootAssistant;22;3.18
PhraseExpressServerService;1;5
Soda 3D PDF Reader Service;2;4
pcwQuickStopService1;2;5
TouchServiceWacom;2;5
VService;1;1
ArchiCrypt Ultimate RAM-Disk 3;2;5
SpeedDiskService;3;3.67
CodeMeter.exe;3;2.33
Dyn Updater;2;5
NielsenUpdate;5;3.4
MyWebFace_5aService;1;1
VMCService;1;5
sdnsplus;1;5
StarWindService;1;5
Ad-Aware Service;4;3.75
SepMasterService;12;4.67
ASCAntivirusSrv;14;3.86
NETGEARGenieDaemon;4;4.75
EgisTec Ticket Service;1;1
Guard Agent;4;4.5
Live Updater Service;4;1.5
NXDBServerV3;1;5
GoogleDesktopManager;1;5
OkayFreedom VPN Starter Service;7;4.43
XMouseButton Launcher;1;5
WDBackup;3;3.33
NFSserver;2;5
DAZContentManagementService;1;4
Partner Service;2;2
Amazon Download Agent;2;4.5
ADVService;1;4
UsbService;1;4
BingDesktopUpdate;8;2.63
gupdate1c98ac1a356e340;1;3
HssTrayService;3;4
PanService;7;1.57
ioMceDeviceService;2;5
IoDevMgrService;2;5
Sony PC Companion;7;3
AvanquestDiskOptimizer;1;5
DHCPServer;1;5
OracleOraClient11g_home1TNSListener;1;5
xsherlock;1;1
Memopal Crawler;1;5
ACPService;1;5
TPHKLOAD;2;5
usnjsvc;1;1
OnecomService;1;5
UpdateHelper;1;1
ZAtheros Bt&Wlan Coex Agent;1;1
Ast Service;1;1
AdvancedSystemCareService6;31;3.87
Polar Daemon;1;4
WDDriveService;4;3.5
Norton PC Checkup Application Launcher;1;5
InteractiveLogon;1;1
Realtek87SE;1;1
lxbc_device;1;1
AnySendService;1;1
Intel(R) Capability Licensing Service Interface;5;3.2
CLPSLauncher;4;2.25
MBAMScheduler;19;4.32
HitmanProScheduler;6;4.83
CinemaNow Service;1;1
IOLO_SRV;1;1
DynDNS_Updater_Service;1;5
SlingAgentService;1;5
ADHelper;1;5
DNSCrypt;2;4
svcgdp;1;5
AxAutoMntSrv;9;4
hshld;3;3
TFSBuildServiceHost.2012;1;3
Bluetooth Device Monitor;13;3.54
vmware-converter-agent;2;3
WindowsSchedulerLogon;1;5
WindowsScheduler;1;5
ReflectService.exe;3;4
vToolbarUpdater13.2.0;3;3
DefaultTabSearch;4;1.75
knbcenter;7;2.86
L4301_Solar;1;3
KooRaRooMediaServer;1;1
SolutoLauncherService;3;2.33
MODECOM11nSU;1;5
WebOptimizer;1;3
NcdAutoSetup;19;4.11
MpKsl4fa21c43;1;5
DFServEx;1;5
TrueCryptSystemFavorites;1;4
Intel LDCM Notification Monitor;1;3
Intel PDS;1;3
Regina Stack;2;2
hMailServer;1;5
NoIPDUCService3;3;4
TicnoIndexator;1;1
WirelessDiagnosis;1;1
SX Virtual Link Lite;1;5
SWGVCSvc;1;5
Browser Manager;4;2.5
Off-Helper;1;4
Soda 3D PDF Reader Helper Service;1;2
DeviceAssociationService;11;3.45
CloudBerry Backup Service;1;1
Mobile Partner. RunOuc;4;2.25
AxiomAudioDevMon;1;4
X6XSEx_Pr143;1;1
ALDITALKVerbindungsassistent_Service;3;4.67
mi-raysat_3dsmax2011_32;1;4
MySQL51;1;2
#UpdateService;2;3
HauppaugeTVServer;3;4.33
AsusSE;1;5
Start8;8;5
WDFME;2;3.5
vhdparser;4;2.75
avas_service;1;5
avss_service;2;4
tpmgma_service;2;4
PSafeLockBoxSvc;1;1
postgresql-x64-9.1;1;5
RegImport;3;4
sesvc;3;4.33
TVCapSvc;3;1.67
fussvc;1;2
4game-service;14;3.5
vToolbarUpdater13.3.2;1;5
MRUWebService;1;1
PDF Architect Helper Service;2;3
PDF Architect Service;2;3
vmware-converter-server;1;5
vmware-converter-worker;1;5
vncserver;4;5
tvMobiliService;1;5
sina_live_deamon;1;1
BackupStack;5;2.2
TeamViewer8;18;3.89
SSUService;3;3
SplashtopRemoteService;3;3
SUService;3;4
ST2012_Svc;3;4
HamachiService;1;2
ICCS;9;4
RtkAudioService;15;4.47
PSUAService;11;4.36
GFNEXSrv;1;3
mfsyncsv;1;5
pbservice;1;4
VfDrv32;2;5
PrintNotify;14;3.43
hpHotkeyMonitor;2;3.5
HZ_CommSrv64;1;5
HZ_CommSrv;1;5
spiceworks;1;4
Advanced Monitoring Agent;1;3
GibbsRLMServer;1;5
YNanoService;1;3
MpKsl83ae8984;1;1
LSM;12;3.83
vToolbarUpdater14.0.1;1;1
StrartMenuService;1;5
GeekBuddyRSP;3;3
IB Updater;4;2.75
IBUpdaterService;4;2.25
BdDesktopParental;5;4.2
Media Center 17 Service;1;4
mi-raysat_3dsmax2013_64;3;4.33
BrowserProtect;4;2
CCN-MgmtSrv;1;2
AlwaysAware HDP Service;1;2
STUDSRV;1;2
tcsd_win32.exe;1;2
PnwSvc;1;2
MultiKMS;1;5
24x7HelpSvc;2;3
AlotService;1;1
DiXiM MCDB Access Service;1;5
DiXiM Media Server 3 for Media Center TV;1;5
EzDetector;1;4
LISMO PIM Service;1;4
LISMO Streaming Player Service;1;4
PFNet;3;4.67
SonicStage Back-End Service2;1;3
ClassicShellService;8;4.75
KSS;2;4.5
360AntiHacker;3;2.67
Motorola Device Manager;2;3
WLANBelkinService;1;4
SfComSrv;1;5
PwmSvc;2;5
ExpressCache;4;4.75
TwonkyMedia;2;1.5
WindowFX;2;5
BTHSSecurityMgr;4;2.25
NoIPDUCService4;5;4.4
WinGateEngine;1;4
cbVSCService11;5;4.8
SprintRcAppSvc;1;1
WSService;12;2.25
nsearchx;1;1
eDataSecurity Service;1;4
lxee_device;1;4
wfcs;6;4.83
Cerberus FTP Server;2;3
Franson GpsGate 2.0;1;5
AtomicAlarmClock;7;4.71
NcaSvc;10;4
Asus WebStorage Windows Service;2;3.5
Updater Service for AMZN;1;1
ASUSUtilityService;1;5
Cherry Device Interface;1;5
MpKsle5b01e92;1;1
Updater Service for StartNow Toolbar;2;3
ZAtheros Wlan Agent;2;3.5
Protector by IB Updater;1;2
gzserv;7;3.86
Synergy+ Server;1;5
AcrylicController;3;5
ASUS InstantOn;3;4.33
DatamngrCoordinator;2;1
svcGenericHost;1;5
Marvell Storage Management;3;4.67
MSUWebService;3;3.67
RadeonPro Support Service;2;4
CtHdaSvc;6;5
upixderby;1;2
upixsupervisor;1;2
upixtomcat;1;2
Video downloader Updater;1;3
Yontoo Desktop Updater;9;1
ACT! Scheduler;2;3.5
TAVScheduler;1;5
TAVComplementService;1;5
DisplayFusionService;4;4.25
VideoDownloadConverter_4zService;1;3
RManService;2;3
UPSMONService;4;4.25
MoboroboDeviceService;1;4
cmdvirth;14;4.86
CobianBackup11;2;4.5
TCBuildAgent;1;5
TeamCity;1;5
NU16StartManagerSvc;2;3
desksvc;2;1
mstDfrgS;1;5
Soda PDF 5 Helper Service;1;5
Soda PDF 5 Service;1;5
IceDragonUpdater;5;3.2
eSafeSvc;2;1
ProgDVBService;1;3
SrvUpdater;2;4.5
FLService;3;3
atccorrector;1;5
StartW8Service;2;4.5
AdobeActiveFileMonitor11.0;2;2
0157271367688175mcinstcleanup;1;1
AbsoluteNotifier;2;4
KMSEmulator;5;5
???M???j?v?Y????;1;4
???M???j?v?]?w??A?;1;4
PSI_SVC_2_x64;10;3.8
Intel(R) Capability Licensing Service TCP IP Interface;5;3
StarMoney Business 6.0 OnlineUpdate;1;4
SuRunSVC;1;5
EpsonScanSvc;10;3.3
FMSAdmin;1;5
FMS;1;5
WebCake Desktop Updater;2;1
MacDrive8Service;1;4
MIDISPORTAudioDevMon;2;4
PGP RDD Service;1;3
PinnacleUpdateSvc;1;2
RoxioNow Service;1;1
MSSQL$CSSQL05;1;4
DTSAudioService;2;3.5
ZAtheros Bt and Wlan Coex Agent;3;3.33
ASST_LiveService;1;3
servicedesk;1;3
SSHDDC;1;2
Adguard Service;54;4.85
BlackBerry Device Manager;2;3.5
vToolbarUpdater15.2.0;1;1
ExpatWd;2;3
ExpatSrv;2;3
ExpatShieldService;2;3
ExpatTrayService;2;3
gozer;1;3
BrowserDefendert;2;3
Everything;26;4.81
CronService;2;5
AppReadiness;15;4.07
AppXSvc;25;3.48
svsvc;14;3.21
PTBSync;3;3.33
bckwfs;2;5
BAVSvc;8;3.63
BHipsSvc;4;4
APNMCP;7;2
SBUpd;2;3.5
WsysSvc;1;3
DefaultTabUpdate;2;2
Garmin Core Update Service;4;4.5
IDVaultSvc;1;5
GeniusMouseService;2;2
KrosPlusFireBird;1;2
NitroReaderDriverReadSpool3;2;4
vToolbarUpdater15.3.0;2;2
winzipersvc;2;4
omigaplussvc;1;5
NMSAccess32;1;5
BstHdLogRotatorSvc;6;2.83
BstHdAndroidSvc;9;3.22
?etadpug;2;2
nmraapache;1;4
MpKsl56ee1500;1;1
Time;1;1
TPHKSVC;3;3.67
CryptBox;2;2
InnovativeSolutionsRegEventSvr;1;4
FreeAgentTheater Service;1;1
asdsrv;1;3
DeviceInstall;10;3.5
Fix-It Utilities 10 Essentials Task Manager;1;1
FSAUA;2;3.5
qgobse;1;1
tinc.winzerLAN;1;5
CltMngSvc;6;2
NetBalancerService;4;4.5
QQPMSRV;1;2
DSUDiskOptimizer;1;1
nanosvc;1;2
DirMngr;2;5
AsusFanControlService;9;2.22
ZAPrivacyService;7;3
ameisvc;1;5
CyberLink PowerDVD 13 Media Server Monitor Service;1;1
jhi_service;3;4.33
lxbl_device;1;5
IDriveService;2;4.5
IDWAdmin;1;4
SyncoveryVSSService;2;4
Fitbit Connect;2;4.5
OfficeSvc;1;4
BRSptSvc;1;1
ENAgent;1;4
Intel(R) ME Service;3;3.67
StartMenuService;4;5
PCFasterSvc_{PCFaster_3.6.0.33146};1;1
ASGT;4;3.5
NvStreamSvc;11;3.55
SecureUpdateSvc;1;3
32Float3Service;1;1
TVT_UpdateMonitor;1;5
bonanzadealslive;1;1
jDownloaderUpdater;1;1
NitroDriverReadSpool2;1;3
REService;1;3
BitGuard;1;4
BsBackup;5;4
BsBhvScan;3;4.67
BsUpdate;4;4.75
BsFileScan;6;3.5
piaservice;1;4
CLKMSVC10_38F51D56;3;2
Eaton UPSCompanion;2;4.5
HUAWEIWiMAX;1;3
ADSafeSvc;3;4.33
supportassistenten;3;4.33
Avira Secure Backup Crawler;3;3
RzMaelstromVADStreamingService;1;2
StarMoney 9.0 OnlineUpdate;3;4.33
WTabletServicePro;5;4.4
CGVPNCliService;6;4.5
AllShare Framework DMS;6;2.17
bonanzadealslivem;1;1
FreeProxy;1;5
WAHost;2;3.5
CagService;1;4
pandaVPNService;1;5
AAVService;8;4.13
aswFW;1;5
IEEtwCollectorService;25;3.16
wxpSvc;1;1
StartMenuReviverService;1;2
AdvancedSystemCareService7;16;4.75
MSSQL$INSERTGT;1;5
vToolbarUpdater17.1.2;1;1
CPCSScheduler;1;5
CPCSService;2;4
OverwolfUpdaterService;1;1
TunerFreeMCEService;1;3
CVPND;2;4.5
CSUService;1;5
vmms;3;5
Internet Manager. RunOuc;3;5
USB-modem Beeline. RunOuc;1;5
WmsService;1;4
TeamViewer9;8;4.75
SafeBox;3;3
WdNisSvc;32;2.94
WinkHandler;1;5
SpyHunter 4 Service;7;2.86
supereasy_backup;3;4.67
ImDskSvc;5;4.4
SafetyNutManager;1;1
????????t;4;2
NvNetworkService;18;3.72
????????t?";3;2.33
TimeBroker;6;3
SystemEventsBroker;9;3.33
GSService;1;2
fhsvc;15;2.93
Lenovo System Agent Service;2;5
nsService;1;2
TVService;1;5
LiveUpdateSvc;18;2.39
RemoteEngineService;1;1
CLKMSVC10_C6F09094;1;3
HomeNetSvc;4;1.75
mcpltsvc;3;1.67
46a50686;1;1
CcmExec;1;1
V-bates Updater;1;1
GorillaPrice;2;1
TwonkyServer;3;4.67
TwonkyProxy;3;4.33
Update maucampo;1;1
QuickControlService;1;5
dnscrypt-proxy;3;4.33
PMAPDaemon;1;5
unbound;1;5
RzKLService;3;3.33
Backupper Service;20;4.7
602XML Updater;2;1.5
mfecore;7;1.71
Steganos Anonym VPN Starter Service;2;5
cfb41c29;1;1
savesenselive;1;1
otshot;1;1
Allin1Convert_8hService;1;1
Web Assistant;1;5
Disc Soft Bus Service;2;3
70e6ca8c;1;1
RIM Tunnel Service;1;1
MachineTokenService;1;3
RpcXdr;1;3
NfsRdr;1;3
QQCertificateService;1;5
WiaRpc;11;3.27
Browser7Maintenance;2;4
WEPHOSTSVC;8;3.75
lfsvc;21;1.9
TSL PRO Lock Server;1;4
Update Mega Browse;2;1
Util Mega Browse;2;1
2345Safe;1;1
ASDiskUnlocker;2;2.5
vmictimesync;8;2.88
Synergy;2;3.5
SafeIPS;1;3
AlienFusionService;3;4.33
FAService;1;5
AntiWinLocker;1;3
amdacpusrsvc;4;2.5
WO_LiveService2;120;4.23
Unchecky;18;4.89
Qualcomm Atheros Killer Service;1;5
Online Shield Starter Service;9;4.78
DriveCryptService;1;4
MSRebootService;1;5
AVG Bonjour Service;1;4
PCloudCleanerService;1;5
Matrix32;1;5
ZbezjService;1;5
IHA_MessageCenter;1;1
ARSM;1;5
Update melondrea;1;1
Service_21;2;4.5
mi-raysat_3dsmax2012_64;1;5
Printer Control;6;3.67
Wpm;1;3
BoxSyncUpdateService;1;3
HWDeviceService64.exe;3;3.67
PirritDesktop;1;1
Qualcomm Atheros Killer Service V2;3;4.67
SSDUtilSvc;1;5
SDevKernel;1;3
SDevOOPNet;1;3
almservice;1;4
rccsvc;1;2
kxescore;5;2.6
Avira.OE.ServiceHost;4;4.25
IePluginService;2;2
NewPlayerUpdaterService;1;3
NewPlayer;1;1
MbaeSvc;8;4.75
vToolbarUpdater18.1.0;2;3
VyprVPN;5;4.8
WebClientService;1;1
BsCache;3;5
Util veberGreat;1;1
AdobeActiveFileMonitor12.0;4;0.75
SWUpdateService;5;3
IePluginServices;3;2.33
DNS;1;1
XyvosAVSvc;1;5
FPLService;2;5
0store-service;1;1
pdserv;1;5
YouTubeAcceleratorService;3;1
vToolbarUpdater17.1.3;1;1
LeapService;1;5
DbgSvc;1;5
RealPlayerUpdateSvc;3;2
dnhsSmart;1;4
AnviStartupTime;1;5
globalUpdate;6;1.67
QHActiveDefense;62;4.24
BcmBtRSupport;4;3.25
DsmSvc;9;4
NcbService;9;2.89
hmpalertsvc;4;4
ListaryService;4;4.75
pcas;4;2.25
AVP15.0.0;5;4.2
64af91bf;1;1
ReportServer;1;5
????????tZ";1;1
SwiCardDetectSvc;1;4
ScDeviceEnum;12;2.5
EMET_Service;3;4.33
Update App Bud;1;1
LavasoftAdAwareService11;5;4
FoxitCloudUpdateService;3;2.33
Virtual Router;1;3
trntv;1;1
gadjservice;1;5
igfxCUIService1.0.0.0;9;5
Universal Media Server;1;4
vmickvpexchange;7;3.14
vmicshutdown;7;3
vmicguestinterface;6;2.5
vmicrdv;8;3.25
vmicvss;7;3
smphost;9;3.22
globalUpdatem;3;2.33
KMSServerService;2;3
Update PlurPush;1;1
SparkSvc;2;3
LENOVO.TVTVCAM;1;4
MyOSProtect;1;1
backupsvc5;1;5
GrillaPrice;1;1
picrecupd;1;5
UpdatingService;1;1
GfExperienceService;15;3.73
lssvc;1;1
BthHFSrv;16;1.5
vmicheartbeat;10;2.7
supdate;1;4
HDDC3Service;22;4.32
DlProtectSvc;1;1
PDF Architect 2 Creator;1;1
WinDivert1.1;1;1
DailytoolsUpdateService;1;1
rqpbhevlkc32;1;2
FWPnpService;2;5
BstHdUpdaterSvc;3;1.67
Sentinel RMS License Manager;1;5
Warsaw Technology;43;3.19
BtSwitcherService;4;1.75
LucidSvc;2;5
SparkUpdater;1;1
WiselinkPro;1;5
MpKsl8e5552f6;1;1
Windows Trace Session Manager;1;3
VMTools;3;5
VMware Physical Disk Helper Service;3;5
TPAutoConnSvc;1;1
TPVCGateway;1;1
HTCMonitorService;3;3
AVP15.0.1;4;5
lltdio;1;1
egGetSvc;3;3.67
AllplanUpdateLauncher 2015;1;5
SamsungRapidSvc;9;4.78
mysql56;2;5
KPN Back-up Online SC;1;4
Kebrum VPN control service;1;4
EasyAntiCheat;14;2.79
SEVPNCLIENT;3;3
PCGRTP;1;3
AvastVBoxSvc;2;3
MachCopySrv;1;5
avgsvc;23;1.87
MSI_LiveUpdate_Service;5;3.4
NetBalancer Windows Service;1;5
Chemtable Startup Checking;9;4.44
ArcService;2;1.5
BDKVRTP;1;1
PCProtect;1;5
NSBU;4;5
knatsvc;2;3.5
7654Bao;1;1
Util Hold Page;1;1
Origin Client Service;13;3.85
PLAY ONLINE. RunOuc;1;4
Te.Service;3;1
joomlaApache;1;5
joomlaMySQL;1;5
CoreUIRegistrar;1;5
Canary;1;5
T-mobile_Hungary Seagull Device Helper;1;3
FromDocToPDF_65Service;1;1
BdSandboxSrv;3;4
ABBYY.Licensing.FineReader.Professional.12.0;4;3.5
BaiduHips;1;1
AnonMgmtSvc;1;5
CyberLink PowerDVD 10 MS Monitor Service;1;2
CyberLink PowerDVD 10 MS Service;1;2
Sysmon;3;4.33
EvoSvc;1;5
EraserSvc11411;1;5
CsrBtService;2;4.5
ClickToRunSvc;28;2
AdminService11.2;1;5
satel_online_update;1;3
ModernMix;1;4
AdvancedSystemCareService8;10;4.6
irstrtsv;2;4.5
RealPlayer Cloud Service;2;3.5
MaConfigAgent;1;4
Update ClearThink;1;1
dpple Mobile Device;1;5
SolutoRemoteService;1;1
SurfEasyVPN;2;5
360Camera;1;1
rcores;1;1
Seagate Dashboard Services;4;4
NitroDriverReadSpool8;2;4.5
VsEtwService120;1;5
ZAMSvc;17;4.59
ISCTAgent;3;3.33
MsKeyboardFilter;5;3.6
workfolderssvc;21;2.33
Service KMSELDI;4;4.5
BrcmCardReader;1;4
servervo;1;5
Update Clock Hand;1;1
SecureLine;7;4
????????ti";1;5
iSafeService;7;1.14
BubbleUPnP Server;1;4
Mezzmo;1;5
PandaAgent;8;5
BRN_APPGUARD_SERVICE;1;5
SpyShelterSrv;7;4.86
WinPrivacySvc;1;5
Apple Mobile Device Service;21;2.76
SynTPEnhService;12;3.33
ZoomText Helper Service;1;4
ss_conn_service;5;2.8
GDBackupSvc;9;3.89
MobogenieService;5;1.6
Fitbit;1;3
secbizsrv;1;3
LolliScan;1;1
MOTU_ZeroConf;2;3
PicexaService;1;1
MetaTester-3;1;5
MFClient 10.2.3920.54;1;5
MFIndexingManager 10.2.3920.54;1;5
MFDataExport 10.2.3920.54;1;5
AVP15.0.2;7;4.14
MegaFon Internet Service;2;3.5
VoodooShieldService;3;5
TechSmith Uploader Service;1;5
TwonkyWebDav;2;3
CouponArificService64;1;3
TeraCopyService;7;4.43
;1255;0
fsss_svr;2;4.5
TIS 2000 Apache Web Server;1;5
COSIDS_TB;1;3
NitroUpdateService;3;1.67
TeamViewer;33;4.24
DTLSvc6;1;1
LiveTuner2PM;2;3.5
EntAppSvc;13;1.62
vToolbarUpdater18.5.0;1;3
WSN300MA;3;4.67
PCFasterSvc_{PCFaster_5.1.0.0};2;3
IHProtect Service;2;5
gogoc;1;4
i2p;1;4
BEService;17;4.76
92bf83b8;1;1
DmEnrollmentSvc;19;1.53
Avira.ServiceHost;17;2.29
PCFasterSvc_{PCFaster_3.7.0.0};1;1
LassoService.exe;1;5
Samsung Link Service;1;3
ArcHttpProxyServer;1;5
pieiekrol;2;1
NTService1;1;1
Gestionnaire de connexion de Simple Comptable;1;3
Gestionnaire de transactions de Sage Simple Comptable 2011 - CDN;1;3
Sage 50 Gestionnaire de transactions 2015 - CDN;1;3
MSSQL$ACT7;1;4
MSSQL$ADK;1;4
DiagTrack;72;1.82
PaceLicenseDServices;16;4.87
msoidsvc;1;5
MpKsl485acf3a;1;0
WindowsMangerProtect;1;1
myAgtSvc;1;5
RumorServer;1;5
Update ConstaSurf;1;1
Mgl3DCtlrRPCService;3;4.67
FanControllerService;1;5
ictsezlp;1;1
LSCWinService;1;3
Chistilka;2;2
ServiceEverything;1;1
MicronCacheMonitor;11;5
IFXTCS;1;5
SmsRouter;16;2.75
MediaMall Server;3;4
AuviTranESoundService;1;5
omaha;2;1.5
c2cpnrsvc;1;3
AJRouter;36;3.06
AVP16.0.0;8;4
GlassWire;5;3.8
UnistoreSvc;1;3
UsoSvc;570;4.19
CoreMessagingRegistrar;30;2.67
DcpSvc;8;1.13
DevQueryBroker;9;2.33
dmwappushservice;16;2.19
embeddedmode;9;2.67
NgcSvc;9;2.56
NgcCtnrSvc;10;2.3
DoSvc;34;2.53
SensorService;16;1.94
tiledatamodelsvc;18;1.61
CDPSvc;16;2.44
SensorDataService;9;2.22
icssvc;13;2.92
WpnService;15;2.67
NetSetupSvc;10;2.8
ClipSVC;13;2.23
DsSvc;17;1.82
LicenseManager;11;4.36
StateRepository;7;3.14
RetailDemo;65;0.94
MapsBroker;32;2.56
UserManager;24;2.13
diagnosticshub.standardcollector.service;20;1.35
XboxNetApiSvc;40;1.92
XblGameSave;62;1.65
WalletService;16;1.94
